scenario,avg_knowledge,avg_computational,pisa_like,tech_ready_share,economy_productivity,capital_attraction,innovation_capacity,education_investment,effective_spending,spending_loss,institutional_quality
Ciclo_virtuoso_completo,1.8198915821201358,2.9472051301538205,557.6876087280709,0.365,1.3360016865179585,1.569993657008788,0.7482716396783302,1.8177858576972996,1.5036724614872061,0.3141133962100935,1.1687500000000002
Computacao_estruturada,1.040929615440158,1.2713054537497714,403.19616919145005,0.015,1.2169831676959884,1.4016841344954813,0.6636780437639883,1.4993148532973406,0.9558132189770546,0.543501634320286,0.9741666666666665
Boa_educacao_mau_ambiente_institucional,0.44046273529736196,0.15223726997547998,293.6100686724404,0.0,1.0799663611717782,1.1618700761153167,0.5664578972068353,1.2708412690798285,0.38824200770388756,0.882599261375941,0.46466666666666656
Muito_gasto_pouca_eficiencia,0.39697520921880647,0.11191120870625144,287.91313321634834,0.0,1.0883121507856595,1.2075085166734698,0.5735726253968004,1.6493308036157905,0.3917160658587503,1.2576147377570401,0.4744999999999999
Computacao_superficial,0.4140240906766923,0.045835145788168226,285.6428602724846,0.0,1.1086013002738793,1.2499785349222223,0.580629252489145,1.1384326368345958,0.46220365055484586,0.6762289862797499,0.5351666666666666
Baseline_sem_computacao,0.3654295080455127,0.012039588605431603,279.89653801693976,0.0,1.0919647124855594,1.225350946599487,0.5687852131699276,1.0658320626052247,0.38836255781177875,0.6774695047934459,0.4779166666666667
